Edo,Nombre_Indicador,Indicador,Año
Coahuila,Empadronados en la sección,72.8,VNM03
Colima,Empadronados en la sección,71.51,VNM03
Chiapas,Empadronados en la sección,78.58,VNM03
Chihuahua,Empadronados en la sección,70.97,VNM03
Ciudad de México,Empadronados en la sección,81.09,VNM03
Durango,Empadronados en la sección,77.11,VNM03
Guanajuato,Empadronados en la sección,82.08,VNM03
Guerrero,Empadronados en la sección,74.19,VNM03
Hidalgo,Empadronados en la sección,81.35,VNM03
Jalisco,Empadronados en la sección,75.58,VNM03
México,Empadronados en la sección,81.14,VNM03
Michoacán,Empadronados en la sección,76.39,VNM03
Morelos,Empadronados en la sección,81.77,VNM03
Nayarit,Empadronados en la sección,81.38,VNM03
Nuevo León,Empadronados en la sección,75.44,VNM03
Oaxaca,Empadronados en la sección,78.81,VNM03
Puebla,Empadronados en la sección,79.65,VNM03
Querétaro,Empadronados en la sección,78.81,VNM03
Quintana Roo,Empadronados en la sección,71.52,VNM03
San Luis Potosí,Empadronados en la sección,73.9,VNM03
Sinaloa,Empadronados en la sección,73.95,VNM03
Sonora,Empadronados en la sección,78.61,VNM03
Tabasco,Empadronados en la sección,81.08,VNM03
Tamaulipas,Empadronados en la sección,73.05,VNM03
Tlaxcala,Empadronados en la sección,83.26,VNM03
Veracruz,Empadronados en la sección,77.96,VNM03
Yucatán,Empadronados en la sección,78.67,VNM03
Zacatecas,Empadronados en la sección,73.64,VNM03
Nacional,Empadronados en la sección,77.2,VNM05
Aguascalientes,Empadronados en la sección,74.95,VNM05
Baja California,Empadronados en la sección,66.93,VNM05
Baja California Sur,Empadronados en la sección,68.33,VNM05
Campeche,Empadronados en la sección,75.73,VNM05
Coahuila,Empadronados en la sección,74.49,VNM05
Colima,Empadronados en la sección,72.08,VNM05
Chiapas,Empadronados en la sección,78.73,VNM05
Chihuahua,Empadronados en la sección,73.92,VNM05
Ciudad de México,Empadronados en la sección,81.43,VNM05
Durango,Empadronados en la sección,72.38,VNM05
Guanajuato,Empadronados en la sección,81.43,VNM05
Guerrero,Empadronados en la sección,69.97,VNM05
Hidalgo,Empadronados en la sección,75.76,VNM05
Jalisco,Empadronados en la sección,73.17,VNM05
México,Empadronados en la sección,78.43,VNM05
Michoacán,Empadronados en la sección,78.81,VNM05
Morelos,Empadronados en la sección,80.85,VNM05
Nayarit,Empadronados en la sección,74.85,VNM05
Nuevo León,Empadronados en la sección,79.37,VNM05
Oaxaca,Empadronados en la sección,83.81,VNM05
Puebla,Empadronados en la sección,83.63,VNM05
Querétaro,Empadronados en la sección,74.4,VNM05
Quintana Roo,Empadronados en la sección,72.37,VNM05
San Luis Potosí,Empadronados en la sección,72.27,VNM05
Sinaloa,Empadronados en la sección,72.3,VNM05
Sonora,Empadronados en la sección,74.88,VNM05
Tabasco,Empadronados en la sección,88.79,VNM05
Tamaulipas,Empadronados en la sección,72.99,VNM05
Tlaxcala,Empadronados en la sección,84.29,VNM05
Veracruz,Empadronados en la sección,73.03,VNM05
Yucatán,Empadronados en la sección,78.05,VNM05
Zacatecas,Empadronados en la sección,72.47,VNM05
Nacional,Empadronados en la sección,76.3,VNM06
Aguascalientes,Empadronados en la sección,78.61,VNM06
Baja California,Empadronados en la sección,66.09,VNM06
Baja California Sur,Empadronados en la sección,51.08,VNM06
Campeche,Empadronados en la sección,75.85,VNM06
Coahuila,Empadronados en la sección,77.93,VNM06
Colima,Empadronados en la sección,62.39,VNM06
Chiapas,Empadronados en la sección,79.11,VNM06
Chihuahua,Empadronados en la sección,67.98,VNM06
Ciudad de México,Empadronados en la sección,82.03,VNM06
Durango,Empadronados en la sección,73.73,VNM06
Guanajuato,Empadronados en la sección,74.54,VNM06
Guerrero,Empadronados en la sección,75.71,VNM06
Hidalgo,Empadronados en la sección,82,VNM06
Jalisco,Empadronados en la sección,69.46,VNM06
México,Empadronados en la sección,76.23,VNM06
Michoacán,Empadronados en la sección,79.07,VNM06
Morelos,Empadronados en la sección,80.85,VNM06
Nayarit,Empadronados en la sección,79.13,VNM06
Nuevo León,Empadronados en la sección,70.11,VNM06
Oaxaca,Empadronados en la sección,85.31,VNM06
Puebla,Empadronados en la sección,80.71,VNM06
Querétaro,Empadronados en la sección,78.05,VNM06
Quintana Roo,Empadronados en la sección,67.15,VNM06
San Luis Potosí,Empadronados en la sección,79.04,VNM06
Sinaloa,Empadronados en la sección,70.67,VNM06
Sonora,Empadronados en la sección,72.89,VNM06
Tabasco,Empadronados en la sección,79.69,VNM06
Tamaulipas,Empadronados en la sección,69.76,VNM06
Tlaxcala,Empadronados en la sección,80.91,VNM06
Veracruz,Empadronados en la sección,82.84,VNM06
Yucatán,Empadronados en la sección,78.84,VNM06
Zacatecas,Empadronados en la sección,77.6,VNM06
Nacional,Empadronados en la sección,76.1,VNM08
Aguascalientes,Empadronados en la sección,77.81,VNM08
Baja California,Empadronados en la sección,66.02,VNM08
Baja California Sur,Empadronados en la sección,60.61,VNM08
Campeche,Empadronados en la sección,74.69,VNM08
Coahuila,Empadronados en la sección,75.73,VNM08
Colima,Empadronados en la sección,69.53,VNM08
Chiapas,Empadronados en la sección,76.95,VNM08
Chihuahua,Empadronados en la sección,71.36,VNM08
Ciudad de México,Empadronados en la sección,80.76,VNM08
Durango,Empadronados en la sección,77.92,VNM08
Guanajuato,Empadronados en la sección,78.01,VNM08
Guerrero,Empadronados en la sección,72.49,VNM08
Hidalgo,Empadronados en la sección,80.92,VNM08
Jalisco,Empadronados en la sección,70.05,VNM08
México,Empadronados en la sección,76.68,VNM08
Michoacán,Empadronados en la sección,75.65,VNM08
Morelos,Empadronados en la sección,74.73,VNM08
Nayarit,Empadronados en la sección,74.34,VNM08
Nuevo León,Empadronados en la sección,75.88,VNM08
Oaxaca,Empadronados en la sección,77.88,VNM08
Puebla,Empadronados en la sección,76.35,VNM08
Querétaro,Empadronados en la sección,78.79,VNM08
Quintana Roo,Empadronados en la sección,62.61,VNM08
San Luis Potosí,Empadronados en la sección,80.39,VNM08
Sinaloa,Empadronados en la sección,73.12,VNM08
Sonora,Empadronados en la sección,70.45,VNM08
Tabasco,Empadronados en la sección,78.33,VNM08
Tamaulipas,Empadronados en la sección,74.53,VNM08
Tlaxcala,Empadronados en la sección,83.49,VNM08
Veracruz,Empadronados en la sección,80.07,VNM08
Yucatán,Empadronados en la sección,78.34,VNM08
Zacatecas,Empadronados en la sección,83.04,VNM08
Nacional,Empadronados en la sección,77.05,VNM09
Aguascalientes,Empadronados en la sección,80.56,VNM09
Baja California,Empadronados en la sección,64.07,VNM09
Baja California Sur,Empadronados en la sección,70.72,VNM09
Campeche,Empadronados en la sección,74.54,VNM09
Coahuila,Empadronados en la sección,71.48,VNM09
Colima,Empadronados en la sección,78.8,VNM09
Chiapas,Empadronados en la sección,79.66,VNM09
Chihuahua,Empadronados en la sección,72.15,VNM09
Ciudad de México,Empadronados en la sección,81.41,VNM09
Durango,Empadronados en la sección,79.6,VNM09
Guanajuato,Empadronados en la sección,77.91,VNM09
Guerrero,Empadronados en la sección,72.6,VNM09
Hidalgo,Empadronados en la sección,76.69,VNM09
Jalisco,Empadronados en la sección,72.09,VNM09
México,Empadronados en la sección,76.21,VNM09
Michoacán,Empadronados en la sección,76.36,VNM09
Morelos,Empadronados en la sección,79.99,VNM09
Nayarit,Empadronados en la sección,73.33,VNM09
Nuevo León,Empadronados en la sección,78.66,VNM09
Oaxaca,Empadronados en la sección,82.73,VNM09
Puebla,Empadronados en la sección,80.98,VNM09
Querétaro,Empadronados en la sección,77.63,VNM09
Quintana Roo,Empadronados en la sección,66.49,VNM09
San Luis Potosí,Empadronados en la sección,81.43,VNM09
Sinaloa,Empadronados en la sección,73.57,VNM09
Sonora,Empadronados en la sección,73.07,VNM09
Tabasco,Empadronados en la sección,80.67,VNM09
Tamaulipas,Empadronados en la sección,73.37,VNM09
Tlaxcala,Empadronados en la sección,84.02,VNM09
Veracruz,Empadronados en la sección,80.53,VNM09
Yucatán,Empadronados en la sección,82.96,VNM09
Zacatecas,Empadronados en la sección,79.72,VNM09
Nacional,Empadronados en la sección,78.88,VNM11
Aguascalientes,Empadronados en la sección,77.76,VNM11
Baja California,Empadronados en la sección,70.07,VNM11
Baja California Sur,Empadronados en la sección,66.49,VNM11
Campeche,Empadronados en la sección,78.51,VNM11
Coahuila,Empadronados en la sección,78.5,VNM11
Colima,Empadronados en la sección,72.1,VNM11
Chiapas,Empadronados en la sección,80.14,VNM11
Chihuahua,Empadronados en la sección,79.09,VNM11
Ciudad de México,Empadronados en la sección,84.56,VNM11
Durango,Empadronados en la sección,79.44,VNM11
Guanajuato,Empadronados en la sección,78.9,VNM11
Guerrero,Empadronados en la sección,77.82,VNM11
Hidalgo,Empadronados en la sección,83.1,VNM11
Jalisco,Empadronados en la sección,74.55,VNM11
México,Empadronados en la sección,80.1,VNM11
Michoacán,Empadronados en la sección,74.65,VNM11
Morelos,Empadronados en la sección,80,VNM11
Nayarit,Empadronados en la sección,73.15,VNM11
Nuevo León,Empadronados en la sección,76.37,VNM11
Oaxaca,Empadronados en la sección,85.25,VNM11
Puebla,Empadronados en la sección,81.46,VNM11
Querétaro,Empadronados en la sección,71.75,VNM11
Quintana Roo,Empadronados en la sección,69.3,VNM11
San Luis Potosí,Empadronados en la sección,82.96,VNM11
Sinaloa,Empadronados en la sección,77.68,VNM11
Sonora,Empadronados en la sección,75.45,VNM11
Tabasco,Empadronados en la sección,79.24,VNM11
Tamaulipas,Empadronados en la sección,74.38,VNM11
Tlaxcala,Empadronados en la sección,85.84,VNM11
Veracruz,Empadronados en la sección,80.14,VNM11
Yucatán,Empadronados en la sección,82.72,VNM11
Zacatecas,Empadronados en la sección,84.07,VNM11
Nacional,Empadronados en la sección,78.44,VNM12
Aguascalientes,Empadronados en la sección,78.28,VNM12
Baja California,Empadronados en la sección,75.25,VNM12
Baja California Sur,Empadronados en la sección,70.25,VNM12
Campeche,Empadronados en la sección,75.55,VNM12
Coahuila,Empadronados en la sección,77.46,VNM12
Colima,Empadronados en la sección,77.7,VNM12
Chiapas,Empadronados en la sección,81.55,VNM12
Chihuahua,Empadronados en la sección,73.36,VNM12
Ciudad de México,Empadronados en la sección,84.63,VNM12
Durango,Empadronados en la sección,83.01,VNM12
Guanajuato,Empadronados en la sección,75.08,VNM12
Guerrero,Empadronados en la sección,77.39,VNM12
Hidalgo,Empadronados en la sección,80.71,VNM12
Jalisco,Empadronados en la sección,74.56,VNM12
México,Empadronados en la sección,79.5,VNM12
Michoacán,Empadronados en la sección,79.54,VNM12
Morelos,Empadronados en la sección,79.14,VNM12
Nayarit,Empadronados en la sección,75.62,VNM12
Nuevo León,Empadronados en la sección,74.4,VNM12
Oaxaca,Empadronados en la sección,80.03,VNM12
Puebla,Empadronados en la sección,84.63,VNM12
Querétaro,Empadronados en la sección,73,VNM12
Quintana Roo,Empadronados en la sección,65.35,VNM12
San Luis Potosí,Empadronados en la sección,76.49,VNM12
Sinaloa,Empadronados en la sección,72.83,VNM12
Sonora,Empadronados en la sección,77.38,VNM12
Tabasco,Empadronados en la sección,82.53,VNM12
Tamaulipas,Empadronados en la sección,79.8,VNM12
Tlaxcala,Empadronados en la sección,82.32,VNM12
Veracruz,Empadronados en la sección,78.11,VNM12
Yucatán,Empadronados en la sección,81.74,VNM12
Zacatecas,Empadronados en la sección,80.31,VNM12
Nacional,Empadronados en la sección,79.28,VNM14
Aguascalientes,Empadronados en la sección,75.48,VNM14
Baja California,Empadronados en la sección,72.56,VNM14
Baja California Sur,Empadronados en la sección,69.09,VNM14
Campeche,Empadronados en la sección,82.06,VNM14
Coahuila,Empadronados en la sección,79.16,VNM14
Colima,Empadronados en la sección,75.43,VNM14
Chiapas,Empadronados en la sección,80.69,VNM14
Chihuahua,Empadronados en la sección,76.27,VNM14
Ciudad de México,Empadronados en la sección,84.04,VNM14
Durango,Empadronados en la sección,82.75,VNM14
Guanajuato,Empadronados en la sección,78.41,VNM14
Guerrero,Empadronados en la sección,80.33,VNM14
Hidalgo,Empadronados en la sección,81.9,VNM14
Jalisco,Empadronados en la sección,78.83,VNM14
México,Empadronados en la sección,77.65,VNM14
Michoacán,Empadronados en la sección,81.62,VNM14
Morelos,Empadronados en la sección,82.07,VNM14
Nayarit,Empadronados en la sección,79.57,VNM14
Nuevo León,Empadronados en la sección,74.2,VNM14
Oaxaca,Empadronados en la sección,81.27,VNM14
Puebla,Empadronados en la sección,81.15,VNM14
Querétaro,Empadronados en la sección,84.26,VNM14
Quintana Roo,Empadronados en la sección,61.28,VNM14
San Luis Potosí,Empadronados en la sección,83.09,VNM14
Sinaloa,Empadronados en la sección,75.58,VNM14
Sonora,Empadronados en la sección,70.51,VNM14
Tabasco,Empadronados en la sección,83.42,VNM14
Tamaulipas,Empadronados en la sección,80.24,VNM14
Tlaxcala,Empadronados en la sección,83.94,VNM14
Veracruz,Empadronados en la sección,83.18,VNM14
Yucatán,Empadronados en la sección,82.77,VNM14
Zacatecas,Empadronados en la sección,76.5,VNM14
Nacional,Empadronados en la sección,80.95,VNM15
Nacional,Empadronados en la sección,81.47,VNM17
Aguascalientes,Empadronados en la sección,82.76,VNM17
Baja California,Empadronados en la sección,76.64,VNM17
Baja California Sur,Empadronados en la sección,75.39,VNM17
Campeche,Empadronados en la sección,82.66,VNM17
Coahuila,Empadronados en la sección,82.17,VNM17
Colima,Empadronados en la sección,76.78,VNM17
Chiapas,Empadronados en la sección,86.81,VNM17
Chihuahua,Empadronados en la sección,80.1,VNM17
Ciudad de México,Empadronados en la sección,82.69,VNM17
Durango,Empadronados en la sección,78.04,VNM17
Guanajuato,Empadronados en la sección,82.76,VNM17
Guerrero,Empadronados en la sección,80.18,VNM17
Hidalgo,Empadronados en la sección,83.67,VNM17
Jalisco,Empadronados en la sección,78.16,VNM17
México,Empadronados en la sección,80.71,VNM17
Michoacán,Empadronados en la sección,83.92,VNM17
Morelos,Empadronados en la sección,81.85,VNM17
Nayarit,Empadronados en la sección,82.35,VNM17
Nuevo León,Empadronados en la sección,76.86,VNM17
Oaxaca,Empadronados en la sección,84.68,VNM17
Puebla,Empadronados en la sección,83.25,VNM17
Querétaro,Empadronados en la sección,82.12,VNM17
Quintana Roo,Empadronados en la sección,70.56,VNM17
San Luis Potosí,Empadronados en la sección,86.91,VNM17
Sinaloa,Empadronados en la sección,81.78,VNM17
Sonora,Empadronados en la sección,78.59,VNM17
Tabasco,Empadronados en la sección,88.39,VNM17
Tamaulipas,Empadronados en la sección,83.33,VNM17
Tlaxcala,Empadronados en la sección,86.14,VNM17
Veracruz,Empadronados en la sección,81.71,VNM17
Yucatán,Empadronados en la sección,81,VNM17
Zacatecas,Empadronados en la sección,82.12,VNM17
Nacional,Credencializados,90.4,VNM03
Aguascalientes,Credencializados,92.01,VNM03
Baja California,Credencializados,85.96,VNM03
Baja California Sur,Credencializados,91.24,VNM03
Campeche,Credencializados,89.99,VNM03
Coahuila,Credencializados,89.36,VNM03
Colima,Credencializados,91.1,VNM03
Chiapas,Credencializados,90.56,VNM03
Chihuahua,Credencializados,89.22,VNM03
Ciudad de México,Credencializados,92.97,VNM03
Durango,Credencializados,89.3,VNM03
Guanajuato,Credencializados,92.59,VNM03
Guerrero,Credencializados,88.42,VNM03
Hidalgo,Credencializados,89.4,VNM03
Jalisco,Credencializados,91.73,VNM03
México,Credencializados,87.71,VNM03
Michoacán,Credencializados,88.3,VNM03
Morelos,Credencializados,92.39,VNM03
Nayarit,Credencializados,90.35,VNM03
Nuevo León,Credencializados,91.85,VNM03
Oaxaca,Credencializados,90.7,VNM03
Puebla,Credencializados,91.12,VNM03
Querétaro,Credencializados,92.41,VNM03
Quintana Roo,Credencializados,90.55,VNM03
San Luis Potosí,Credencializados,88.27,VNM03
Sinaloa,Credencializados,92.48,VNM03
Sonora,Credencializados,90.88,VNM03
Tabasco,Credencializados,94,VNM03
Tamaulipas,Credencializados,89.78,VNM03
Tlaxcala,Credencializados,93.17,VNM03
Veracruz,Credencializados,91.13,VNM03
Yucatán,Credencializados,91.3,VNM03
Zacatecas,Credencializados,89.52,VNM03
Nacional,Credencializados,90.3,VNM05
Aguascalientes,Credencializados,89.52,VNM05
Baja California,Credencializados,83.93,VNM05
Baja California Sur,Credencializados,86.63,VNM05
Campeche,Credencializados,93.33,VNM05
Coahuila,Credencializados,90.36,VNM05
Colima,Credencializados,88.94,VNM05
Chiapas,Credencializados,92.12,VNM05
Chihuahua,Credencializados,90.2,VNM05
Ciudad de México,Credencializados,93.58,VNM05
Durango,Credencializados,88.89,VNM05
Guanajuato,Credencializados,91.91,VNM05
Guerrero,Credencializados,87.13,VNM05
Hidalgo,Credencializados,89.65,VNM05
Jalisco,Credencializados,92.1,VNM05
México,Credencializados,85.55,VNM05
Michoacán,Credencializados,87.26,VNM05
Morelos,Credencializados,93.87,VNM05
Nayarit,Credencializados,90.61,VNM05
Nuevo León,Credencializados,92.71,VNM05
Oaxaca,Credencializados,90.93,VNM05
Puebla,Credencializados,89.36,VNM05
Querétaro,Credencializados,92.38,VNM05
Quintana Roo,Credencializados,84.87,VNM05
San Luis Potosí,Credencializados,90.28,VNM05
Sinaloa,Credencializados,91.07,VNM05
Sonora,Credencializados,88.78,VNM05
Tabasco,Credencializados,95.39,VNM05
Tamaulipas,Credencializados,90.54,VNM05
Tlaxcala,Credencializados,94.98,VNM05
Veracruz,Credencializados,91.75,VNM05
Yucatán,Credencializados,91.86,VNM05
Zacatecas,Credencializados,90.58,VNM05
Nacional,Credencializados,92,VNM06
Aguascalientes,Credencializados,91.15,VNM06
Baja California,Credencializados,86.26,VNM06
Baja California Sur,Credencializados,83.27,VNM06
Campeche,Credencializados,89.85,VNM06
Coahuila,Credencializados,92.38,VNM06
Colima,Credencializados,93.15,VNM06
Chiapas,Credencializados,92.81,VNM06
Chihuahua,Credencializados,90.55,VNM06
Ciudad de México,Credencializados,94.68,VNM06
Durango,Credencializados,95.43,VNM06
Guanajuato,Credencializados,92.13,VNM06
Guerrero,Credencializados,91.07,VNM06
Hidalgo,Credencializados,90.55,VNM06
Jalisco,Credencializados,91.25,VNM06
México,Credencializados,90.4,VNM06
Michoacán,Credencializados,91.22,VNM06
Morelos,Credencializados,93.55,VNM06
Nayarit,Credencializados,93.8,VNM06
Nuevo León,Credencializados,91.43,VNM06
Oaxaca,Credencializados,94.97,VNM06
Puebla,Credencializados,91.7,VNM06
Querétaro,Credencializados,91.98,VNM06
Quintana Roo,Credencializados,86.95,VNM06
San Luis Potosí,Credencializados,91.55,VNM06
Sinaloa,Credencializados,93.03,VNM06
Sonora,Credencializados,92.49,VNM06
Tabasco,Credencializados,95.8,VNM06
Tamaulipas,Credencializados,92.26,VNM06
Tlaxcala,Credencializados,92.99,VNM06
Veracruz,Credencializados,93.57,VNM06
Yucatán,Credencializados,91.36,VNM06
Zacatecas,Credencializados,93.57,VNM06
Nacional,Credencializados,92.2,VNM08
Aguascalientes,Credencializados,94.04,VNM08
Baja California,Credencializados,89.61,VNM08
Baja California Sur,Credencializados,89.33,VNM08
Campeche,Credencializados,92.58,VNM08
Coahuila,Credencializados,92.59,VNM08
Colima,Credencializados,92.03,VNM08
Chiapas,Credencializados,91.12,VNM08
Chihuahua,Credencializados,91.47,VNM08
Ciudad de México,Credencializados,94.04,VNM08
Durango,Credencializados,92.58,VNM08
Guanajuato,Credencializados,92.53,VNM08
Guerrero,Credencializados,91.36,VNM08
Hidalgo,Credencializados,92.29,VNM08
Jalisco,Credencializados,92.51,VNM08
México,Credencializados,91.73,VNM08
Michoacán,Credencializados,89.39,VNM08
Morelos,Credencializados,92.57,VNM08
Nayarit,Credencializados,92.84,VNM08
Nuevo León,Credencializados,94.6,VNM08
Oaxaca,Credencializados,90.65,VNM08
Puebla,Credencializados,90.38,VNM08
Querétaro,Credencializados,93.28,VNM08
Quintana Roo,Credencializados,90.36,VNM08
San Luis Potosí,Credencializados,91.46,VNM08
Sinaloa,Credencializados,92.89,VNM08
Sonora,Credencializados,92.24,VNM08
Tabasco,Credencializados,95.3,VNM08
Tamaulipas,Credencializados,92.57,VNM08
Tlaxcala,Credencializados,92.43,VNM08
Veracruz,Credencializados,91.72,VNM08
Yucatán,Credencializados,94.82,VNM08
Zacatecas,Credencializados,93.27,VNM08
Nacional,Credencializados,92.51,VNM09
Aguascalientes,Credencializados,92.59,VNM09
Baja California,Credencializados,90.25,VNM09
Baja California Sur,Credencializados,93.74,VNM09
Campeche,Credencializados,94.32,VNM09
Coahuila,Credencializados,90.99,VNM09
Colima,Credencializados,94.19,VNM09
Chiapas,Credencializados,92.15,VNM09
Chihuahua,Credencializados,92.32,VNM09
Ciudad de México,Credencializados,93.88,VNM09
Durango,Credencializados,90.85,VNM09
Guanajuato,Credencializados,93.89,VNM09
Guerrero,Credencializados,92.91,VNM09
Hidalgo,Credencializados,89.83,VNM09
Jalisco,Credencializados,91.79,VNM09
México,Credencializados,92.63,VNM09
Michoacán,Credencializados,90.3,VNM09
Morelos,Credencializados,94.86,VNM09
Nayarit,Credencializados,88.19,VNM09
Nuevo León,Credencializados,93.6,VNM09
Oaxaca,Credencializados,91.38,VNM09
Puebla,Credencializados,91.31,VNM09
Querétaro,Credencializados,92.1,VNM09
Quintana Roo,Credencializados,91.72,VNM09
San Luis Potosí,Credencializados,92.93,VNM09
Sinaloa,Credencializados,91.56,VNM09
Sonora,Credencializados,92.42,VNM09
Tabasco,Credencializados,95.7,VNM09
Tamaulipas,Credencializados,92.27,VNM09
Tlaxcala,Credencializados,95.33,VNM09
Veracruz,Credencializados,92.67,VNM09
Yucatán,Credencializados,95.8,VNM09
Zacatecas,Credencializados,94.14,VNM09
Nacional,Credencializados,89.09,VNM11
Aguascalientes,Credencializados,89.92,VNM11
Baja California,Credencializados,86.28,VNM11
Baja California Sur,Credencializados,84.19,VNM11
Campeche,Credencializados,91.52,VNM11
Coahuila,Credencializados,89.45,VNM11
Colima,Credencializados,89.92,VNM11
Chiapas,Credencializados,91.67,VNM11
Chihuahua,Credencializados,89.68,VNM11
Ciudad de México,Credencializados,90.22,VNM11
Durango,Credencializados,88.71,VNM11
Guanajuato,Credencializados,89.29,VNM11
Guerrero,Credencializados,89.48,VNM11
Hidalgo,Credencializados,90.59,VNM11
Jalisco,Credencializados,90.12,VNM11
México,Credencializados,87.53,VNM11
Michoacán,Credencializados,86.84,VNM11
Morelos,Credencializados,91.9,VNM11
Nayarit,Credencializados,90.16,VNM11
Nuevo León,Credencializados,87.58,VNM11
Oaxaca,Credencializados,87.32,VNM11
Puebla,Credencializados,88.59,VNM11
Querétaro,Credencializados,90.99,VNM11
Quintana Roo,Credencializados,90.19,VNM11
San Luis Potosí,Credencializados,87.8,VNM11
Sinaloa,Credencializados,86.61,VNM11
Sonora,Credencializados,88.99,VNM11
Tabasco,Credencializados,91.65,VNM11
Tamaulipas,Credencializados,89.18,VNM11
Tlaxcala,Credencializados,90.65,VNM11
Veracruz,Credencializados,88.42,VNM11
Yucatán,Credencializados,93.09,VNM11
Zacatecas,Credencializados,90.62,VNM11
Nacional,Credencializados,92.65,VNM12
Aguascalientes,Credencializados,93.7,VNM12
Baja California,Credencializados,91.39,VNM12
Baja California Sur,Credencializados,92.1,VNM12
Campeche,Credencializados,93.76,VNM12
Coahuila,Credencializados,91.06,VNM12
Colima,Credencializados,94.45,VNM12
Chiapas,Credencializados,93.46,VNM12
Chihuahua,Credencializados,92.87,VNM12
Ciudad de México,Credencializados,93.75,VNM12
Durango,Credencializados,93.3,VNM12
Guanajuato,Credencializados,92.25,VNM12
Guerrero,Credencializados,93.68,VNM12
Hidalgo,Credencializados,93.32,VNM12
Jalisco,Credencializados,93.61,VNM12
México,Credencializados,91.4,VNM12
Michoacán,Credencializados,91.02,VNM12
Morelos,Credencializados,92.34,VNM12
Nayarit,Credencializados,92.43,VNM12
Nuevo León,Credencializados,92.74,VNM12
Oaxaca,Credencializados,92.87,VNM12
Puebla,Credencializados,91.74,VNM12
Querétaro,Credencializados,92.8,VNM12
Quintana Roo,Credencializados,93.38,VNM12
San Luis Potosí,Credencializados,93.45,VNM12
Sinaloa,Credencializados,90.49,VNM12
Sonora,Credencializados,92.79,VNM12
Tabasco,Credencializados,92.74,VNM12
Tamaulipas,Credencializados,93.69,VNM12
Tlaxcala,Credencializados,94.6,VNM12
Veracruz,Credencializados,92.44,VNM12
Yucatán,Credencializados,95.94,VNM12
Zacatecas,Credencializados,93.36,VNM12
Nacional,Credencializados,89.63,VNM14
Aguascalientes,Credencializados,91.48,VNM14
Baja California,Credencializados,88.2,VNM14
Baja California Sur,Credencializados,91.57,VNM14
Campeche,Credencializados,92.2,VNM14
Coahuila,Credencializados,90.41,VNM14
Colima,Credencializados,88.88,VNM14
